establecimiento,razon_social,productos
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,ZAPALLO
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,CEBOLLA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,ZANAHORIA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,MANZANILLA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,PAPA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,REMOLACHA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,ACELGA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,ESPINACA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,PIMIENTO
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,LECHUGA
OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS,PEREJIL
POSTEL SA,LAS GAVIOTAS,TERNEROS
POSTEL SA,LAS GAVIOTAS,VACAS
POSTEL SA,LAS GAVIOTAS,VAQUILLONAS
POSTEL SA,LAS GAVIOTAS,TOROS
PRONUT SRL,LA MORA,CEREALES
PRONUT SRL,LA MORA,OLEAGINOSAS
RAFAGOS SA,LAS PALOMAS,GARBANZO
RAFAGOS SA,LAS PALOMAS,GIRASOL
RAFAGOS SA,LAS PALOMAS,MAIZ
RAFAGOS SA,LAS PALOMAS,TRIGO
RAFAGOS SA,LAS PALOMAS,MANI
RAFAGOS SA,LAS PALOMAS,POROTO
RAFAGOS SA,LAS PALOMAS,CHIA
RAFAGOS SA,LAS PALOMAS,AMARANTO
RAFAGOS SA,LAS PALOMAS,SESAMO
RAFAGOS SA,LAS PALOMAS,ARVEJAS
RAFAGOS SA,LAS PALOMAS,OLIVAS
RAFAGOS SA,LAS PALOMAS,OTROS.   
SARDI JOSE LUIS,COLMENARES ELCANO,NUCLEOS
SARDI JOSE LUIS,COLMENARES ELCANO,COLMENAS
SARDI JOSE LUIS,COLMENARES ELCANO,ALZA MELARIA
ECA  SA,LA VICTORINA,MANDARINA
ECA  SA,LA VICTORINA,NARANJA
FEYEN ROBERTO,MARIA ANGELICA,LIMON
GONCALVEZ ARTURO ELIAS,ESTANCIA SANTA ANA,INCULTO
GONCALVEZ ARTURO ELIAS,ESTANCIA SANTA ANA,ARROZ
GUIDOBONO JOSE MARIA,CAMPO AFUERA,ARROZ
GUIDOBONO JOSE MARIA,TUNAS,ARROZ
KITASAN S.A.,KITASAN,ARROZ
KITASAN S.A.,KITASAN,CAMPO NATURAL
RIGO MARQUES GILMAR,PIRAYU,INCULTO
RIGO MARQUES GILMAR,PIRAYU,DESCANSO
RIGO MARQUES GILMAR,PIRAYU,ARROZ
RIGO MARQUES GILMAR,PIRAYU,MONTE
"RODRIGUEZ BASIGALUP , HECTOR M.",LIMONES DEL SOL 1 Y 2,LIMON
BIO AGRICULTORES S.A.,CAMPO PALOMO,ZAPALLO
BIO AGRICULTORES S.A.,CAMPO PALOMO,CAMPO NATURAL
CODUTTI DANIEL HUGO,CAMPO VALUSSI - CAMPO ROSSO,ALZA MELARIA
CODUTTI DANIEL HUGO,CAMPO VALUSSI - CAMPO ROSSO,COLMENAS
CODUTTI DANIEL HUGO,CAMPO VALUSSI - CAMPO ROSSO,NUCLEOS
DIAZ RAFAEL JAVIER,EL CHILCAL,ARROZ
DIAZ RAFAEL JAVIER,EL CHILCAL,INCULTO
ECA S.A.,ZONA GRAL SAN MARTIN DE RECOLECCION SILVESTRE,POMELO
FABIO J PAVON,COLMENARES DON DALMACIO,MIEL
FABIO J PAVON,COLMENARES DON DALMACIO,SUBPRODUCTOS DE LA COLMENA
GONZALEZ ROQUE O. Y COOPSOL LTDA.,APIARIO BF,MIEL
GONZALEZ ROQUE O. Y COOPSOL LTDA.,APIARIO BF,SUBPRODUCTOS DE LA COLMENA
HOLGADO LEONCIO Y COOPSOL LTDA.,APIARIO BG,MIEL
HOLGADO LEONCIO Y COOPSOL LTDA.,APIARIO BG,SUBPRODUCTOS DE LA COLMENA
LA VICTORIA SRL,LA MANDARINA,ARROZ
RIMONDINO ENRIQUE,MIEL DE MONTE,NUCLEOS
RIMONDINO ENRIQUE,MIEL DE MONTE,COLMENAS
RIMONDINO ENRIQUE,MIEL DE MONTE,ALZA MELARIA
RIMONDINO ENRIQUE,MIEL DE MONTE,CERA
RODRIGUEZ ROSA A. Y COOPSOL LTDA.,APIARIO BI,MIEL
RODRIGUEZ ROSA A. Y COOPSOL LTDA.,APIARIO BI,SUBPRODUCTOS DE LA COLMENA
RUIZ ELVIO Y COOPSOL LTDA.,APIARIO BH,MIEL
RUIZ ELVIO Y COOPSOL LTDA.,APIARIO BH,SUBPRODUCTOS DE LA COLMENA
14 DE ABRIL S.R.L.,LA LAURITA,VACAS
14 DE ABRIL S.R.L.,LA LAURITA,TOROS
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,OVEJAS
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,LANA SUCIA
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,CAPONES
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,BORREGAS
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,BORREGOS
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,CARNEROS
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,LANA SUCIA
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,CARNEROS
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,BORREGAS
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,OVEJAS
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,CAPONES
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,BORREGOS
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA MONTOSO,GANADERIA BOVINA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA MONTOSO,GANADERIA OVINA (CARNE
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA MONTOSO,LANA)
CUADRADA PRODUCTIONS S.R.L.,BAJADA DEL RADAL,ROSA MOSQUETA
CUYEN SRL,CUYEN,CASSIS
CUYEN SRL,CUYEN,FRAMBUESA
CUYEN SRL,CUYEN,MORA
CUYEN SRL,CUYEN,GROSELLA
CUYEN SRL ,CHACRA MICUCCI,CASSIS
CUYEN SRL ,CHACRA MICUCCI,FRAMBUESA
CUYEN SRL ,CHACRA MICUCCI,MORA
EL REZONGO SH,RAGOBET (ANIMAL),LANA SUCIA
EL REZONGO SH,RAGOBET (ANIMAL),OVEJAS
EL REZONGO SH,RAGOBET (ANIMAL),BORREGAS
EL REZONGO SH,RAGOBET (ANIMAL),CORDEROS
EL REZONGO SH,RAGOBET (ANIMAL),CAPONES
EL REZONGO SH,RAGOBET (ANIMAL),CARNEROS
EPIGRAN S.A.,LAS MERCEDES Y SECCION LA PALOMA,VACAS
EPIGRAN S.A.,LAS MERCEDES Y SECCION LA PALOMA,VAQUILLONAS
EPIGRAN S.A.,LAS MERCEDES Y SECCION LA PALOMA,TOROS
EPIGRAN S.A.,LAS MERCEDES Y SECCION LA PALOMA,TERNEROS
FUHRMANN S.A,LAS VIOLETAS,OVEJAS
FUHRMANN S.A,LAS VIOLETAS,LANA SUCIA
FUHRMANN S.A,LAS VIOLETAS,BORREGOS
FUHRMANN S.A,LAS VIOLETAS,BORREGAS
FUHRMANN S.A,LAS VIOLETAS,CARNEROS
FUHRMANN S.A,LAS VIOLETAS,CAPONES
FUHRMANN S.A,SOFIA,LANA SUCIA
FUHRMANN S.A,SOFIA,OVEJAS
FUHRMANN S.A,SOFIA,BORREGOS
FUHRMANN S.A,SOFIA,CAPONES
FUHRMANN S.A,SOFIA,CARNEROS
GANADERA VALLE HUEMULES S.A.,VALLE HUEMULES,TOROS
GANADERA VALLE HUEMULES S.A.,VALLE HUEMULES,VACAS
GANADERA VALLE HUEMULES S.A.,VALLE HUEMULES,TERNEROS
GANADERA VALLE HUEMULES S.A.,VALLE HUEMULES,TERNERAS
GARCIA SALVADOR O.,SAN GENARO,LANA SUCIA
GARCIA SALVADOR O.,SAN GENARO,OVEJAS
GARCIA SALVADOR O.,SAN GENARO,BORREGAS
GARCIA SALVADOR O.,SAN GENARO,CAPONES
GARCIA SALVADOR O.,SAN GENARO,BORREGOS
GARCIA SALVADOR O.,SAN GENARO,CARNEROS
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,LANA SUCIA
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,OVEJAS
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,CAPONES
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,BORREGOS
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,BORREGAS
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,CARNEROS
GUENGUEL S.R.L.,EL RELINCHO - LINDO PARAJE - EL PICADERO,GUANACOS
IANNINI S.A.,EL PICHE - SAN AMBROSIO,VAQUILLONAS
IANNINI S.A.,EL PICHE - SAN AMBROSIO,VACAS
IANNINI S.A.,EL PICHE - SAN AMBROSIO,TOROS
IANNINI S.A.,EL PICHE - SAN AMBROSIO,TERNEROS
JUAN MAZQUIARAN E HILDA VERDE SH,CAÑADON TACHO,OVEJAS
JUAN MAZQUIARAN E HILDA VERDE SH,CAÑADON TACHO,BORREGAS
JUAN MAZQUIARAN E HILDA VERDE SH,CAÑADON TACHO,CORDEROS
JUAN MAZQUIARAN E HILDA VERDE SH,CAÑADON TACHO,CAPONES
JUAN MAZQUIARAN E HILDA VERDE SH,CAÑADON TACHO,CARNEROS
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,LANA SUCIA
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,CARNEROS
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,BORREGAS
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,CAPONES
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,BORREGOS
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,OVEJAS
"LOPEZ, CLAUDIA BEATRIZ",CBL,CASSIS
"LOPEZ, CLAUDIA BEATRIZ",CBL,FRAMBUESA
"LOPEZ, CLAUDIA BEATRIZ",CBL,MORA
"LOPEZ, CLAUDIA BEATRIZ",CBL,GROSELLA
"LOPEZ, CLAUDIA BEATRIZ",CBL,SAUCO
MAMINA SRL,ESTABLECIMIENTO MAMINA,FRAMBUESA
MAMINA SRL,ESTABLECIMIENTO MAMINA,BOYSENBERRY
MAMINA SRL,ESTABLECIMIENTO MAMINA,CASSIS
MAMINA SRL,ESTABLECIMIENTO MAMINA,MORA
MAMINA SRL,ESTABLECIMIENTO MAMINA,GUINDA
MAMINA SRL,ESTABLECIMIENTO MAMINA,SAUCO
MAMINA SRL,ESTABLECIMIENTO MAMINA,AVELLANO
MAMINA SRL,ESTABLECIMIENTO MAMINA,CORINTO
MAZQUIARAN NELSON,LA ANGELITA (ANIMAL),CARNEROS
MAZQUIARAN NELSON,LA ANGELITA (ANIMAL),OVEJAS
MAZQUIARAN NELSON,LA ANGELITA (ANIMAL),CAPONES
MAZQUIARAN NELSON,LA ANGELITA (ANIMAL),CORDEROS
MOTTINO CARLOS ANGEL,LOS MANANTIALES (ANIMAL),VACAS
PARALELO 42  S.A.,VALLE DEL MEDIO,MONTE
PARALELO 42  S.A.,VALLE DEL MEDIO,FRUTILLA
PARALELO 42  S.A.,VALLE DEL MEDIO,FRAMBUESA
PARALELO 42  S.A.,VALLE DEL MEDIO,GROSELLA
PARALELO 42  S.A.,VALLE DEL MEDIO,CORINTO
PARALELO 42  S.A.,VALLE DEL MEDIO,SAUCO
PARALELO 42  S.A.,VALLE DEL MEDIO,CEREZA
PARALELO 42  S.A.,VALLE DEL MEDIO,CAMPO NATURAL
PARALELO 42  S.A.,VALLE DEL MEDIO,GUINDAS
PARALELO 42  S.A.,VALLE DEL MEDIO,CASSIS
PARALELO 42  S.A.,VALLE DEL MEDIO,ZARZAMORA
PARALELO 42  S.A.,VALLE DEL MEDIO,ARANDANO
PATAGONIA IND. LANAR S.A.C.I.F.I. Y A.,CARIDAD,CAPONES
PUNTA QUIROGA S.A.,DON FRANCISCO,CARNEROS
PUNTA QUIROGA S.A.,DON FRANCISCO,LANA SUCIA
PUNTA QUIROGA S.A.,DON FRANCISCO,CAPONES
PUNTA QUIROGA S.A.,DON FRANCISCO,OVEJAS
PUNTA QUIROGA S.A.,DON FRANCISCO,BORREGAS
PUNTA QUIROGA S.A.,DON FRANCISCO,BORREGOS
PUNTA QUIROGA S.A.,DON FRANCISCO,CORDEROS
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),LANA SUCIA
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),OVEJAS
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),CAPONES
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),CARNEROS
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),BORREGOS
ROSA PATAGONICA S.A.,ROSA PATAGONICA,ROSA MOSQUETA
ROSA PATAGONICA S.A.,ROSA PATAGONICA,MORILLAS
ROSA PATAGONICA S.A.,ROSA PATAGONICA,HIPERICOM
ROSANA N. PORCU,CAMINO VIEJO,FRAMBUESA
ROSANA N. PORCU,CAMINO VIEJO,FRUTILLA
ROSANA N. PORCU,CAMINO VIEJO,ROSA MOSQUETA
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),OVEJAS
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),LANA SUCIA
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),CAPONES
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),CARNEROS
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),BORREGAS
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),BORREGOS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,VACAS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,VAQUILLONAS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,NOVILLOS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,TERNEROS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,TERNERAS
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,TOROS
TIRSO FERNANDEZ  PEÑA,EL RISCOSO,OVEJAS
TIRSO FERNANDEZ  PEÑA,EL RISCOSO,LANA SUCIA
TIRSO FERNANDEZ  PEÑA,EL RISCOSO,BORREGAS
TIRSO FERNANDEZ  PEÑA,EL RISCOSO,CAPONES
TIRSO FERNANDEZ  PEÑA,EL RISCOSO,CARNEROS
TORRES FEDERICO PATRICIO,LAS TIJERAS,OVEJAS
TORRES FEDERICO PATRICIO,LAS TIJERAS,BORREGAS
TORRES FEDERICO PATRICIO,LAS TIJERAS,BORREGOS
TORRES FEDERICO PATRICIO,LAS TIJERAS,CAPONES
TORRES FEDERICO PATRICIO,LAS TIJERAS,CARNEROS
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),LANA SUCIA
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),OVEJAS
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),CAPONES
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),CARNEROS
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),BORREGOS
VIÑAS MARIA TERESA,POZO HONDO (ANIMAL),BORREGAS
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,ZONA DE ISLAS ENTRE RIOS,MIEL + EXTRACCION DE MIEL
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,ZONA DE ISLAS ENTRE RIOS,ESTAMPADO DE CERA
CAMPO MALAMBO S.A.,CAMPO MALAMBO,MAIZ
CAMPO MALAMBO S.A.,CAMPO MALAMBO,LINO
CAUPOLICAN S.R.L.,LA CATALINA,CEREALES
CAUPOLICAN S.R.L.,LA CATALINA,OLEAGINOSAS
ECA  SA,LA 83,LIMON
ECA  SA,LA 83,NARANJA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,LINO
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,CEBADA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,CENTENO
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,TRITICALE
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,SOJA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,MAIZ
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,MOSTAZA
FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,ARANDANOS
FIGUEROA BUNGE MARIANO,LA EVANGELINA,CAMPO NATURAL
FIGUEROA BUNGE MARIANO,LA EVANGELINA,MAIZ PISINGALLO
FIGUEROA BUNGE MARIANO,LA EVANGELINA,GIRASOL CONFITERO
GRACIA LUZ DON,LA ESMERADA,NUEZ PECAN
GRACIA LUZ DON,LA ESMERADA,STEVIA
GRACIA LUZ DON,LA ESMERADA,FRUTALES
GUIDOBONO JOSE MARIA,LA URBANA,ARROZ
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,EL TAJAMAR,CORIANDRO
IGFO SA,LA ESPERANZA,LIMON
IGFO SA,LA ESPERANZA,NARANJA
KUMAGRO S.A.,LA UNION,TRIGO
KUMAGRO S.A.,LA UNION,SOJA
KUMAGRO S.A.,"SANTA MARIA ""B""",SOJA
KUMAGRO S.A.,"SANTA MARIA ""B""",MAIZ
LA LOMA ALIMENTOS S.A.,EL TALITA,ARROZ
MAGNO S.A.,LAS ACHURAS,SORGO
MAGNO S.A.,LAS ACHURAS,TRIGO
MAGNO S.A.,LAS ACHURAS,ARROZ
MAGNO S.A.,LOTE PLANTA MANTEROS,SORGO
NEOFARMS S.R.L. / GUIDOBONO JOSE MARIA / CALERO GUILLERMO,LA EMILIA (EX LA PRIMAVERA),SORGO
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD A,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD B,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD C,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD D,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD E,CAMPO NATURAL
SALDUNA PEDRO JORGE - SALDUNA PEDRO,SANTA DOMINGA,LINO
SALDUNA PEDRO JORGE - SALDUNA PEDRO,SANTA DOMINGA,ARROZ
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,VACAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,VAQUILLONAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TERNERAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TOROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TERNEROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,NOVILLOS
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),NARANJA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),MANDARINA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),LIMON
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),DURAZNO
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),CIRUELA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),MAIZ
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),TOMATE
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),POMELO
TIANA S.A.,TIANA S.A.,AGRICULTURA
ISLA PUEN SRL,ISLA PUEN,BANANO
ISLA PUEN SRL,ISLA PUEN,MANGO
ISLA PUEN SRL,ISLA PUEN,FRUTAS TROPICALES
UTE BV S.A.,EL CANADIENSE,POMELO
UTE BV S.A.,EL CANADIENSE,INCULTO
ADROVER TRISTAN,FINCA LA ESCONDIDA,CAÑA DE AZUCAR
ADROVER TRISTAN,FINCA LA ESCONDIDA,DESCANSO
ALCONOR S.A.,EL INFANTE,CAÑA DE AZUCAR
BLANCO HUGO ROBERTO,EL VASCO,CHIA (SALVIA HISPANICA L)
BLANCO HUGO ROBERTO,EL VASCO,CAMPO NATURAL
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,CAÑA DE AZUCAR
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,MAIZ PISINGALLO
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,MAIZ
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,POROTO COLORADO
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,POROTO NEGRO
COOPERATIVA DE PRODUCTORES APICOLA DE JUJUY LTDA.,COOPERATIVA DE PRODUCTORES DE MIELES DE JUJUY,ALZA MELARIA
EMECINCO S.A.,FINCA LOS PLATANOS,CHIA (SALVIA HISPANICA L)
EMECINCO S.A.,FINCA LOS PLATANOS,MONTE
FINCA EL PONGO - HPTAL. ARTURO ZABALA,FINCA EL PONGO,CAÑA DE AZUCAR
FINCA LAS MERCEDES SRL,FINCA LAS MERCEDES,CAÑA DE AZUCAR
GARELY S.A.,LOS PUENTES,TRIGO
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,CAÑA DE AZUCAR
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,MONTE
HAROIAN NELSON EDGARDO,FINCA PAMPA BLANCA,CAÑA DE AZUCAR
HAROIAN NELSON EDGARDO,FINCA PAMPA BLANCA,INCULTO
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA,CAÑA DE AZUCAR
INKLEMONA DE BALUT ROSA,FINCA LAS PICHANAS,CAÑA DE AZUCAR
INKLEMONA DE BALUT ROSA,FINCA LAS PICHANAS,INCULTO
PALMA SOLA FARMS S.R.L,PALMA SOLA,SESAMO
PALMA SOLA FARMS S.R.L,PALMA SOLA,POROTO NEGRO
PALMA SOLA FARMS S.R.L,PALMA SOLA,MONTE
PALMA SOLA FARMS S.R.L,PALMA SOLA,POROTO COLORADO
PALMA SOLA FARMS S.R.L,PALMA SOLA,CHIA (SALVIA HISPANICA L)
EDCO GRAINS S.A.,SAN JUAN,GIRASOL
EDCO GRAINS S.A.,SAN JUAN,POROTO MUNG
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,ALZA MELARIA
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,COLMENAS
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,NUCLEOS
"BELLAN, EDGARDO CHARBEL MARIA",LAS TRES MARIAS,VID
"BELLAN, EDGARDO CHARBEL MARIA",LAS TRES MARIAS,OLIVOS
BELLIA JOSE LUIS,AGROVID,VID
BELLIA JOSE LUIS,AGROVID,OLIVOS
"CAPECE, LORENZO OSVALDO",LA ALBORADA,VID
"CAPECE, LORENZO OSVALDO",LA ALBORADA,OLIVOS
CLEAN INVESTMENT SA,EL RETAMO,JOJOBA
CLEAN INVESTMENT SA,SAN AMBROSIO Y  DON JESUS,JOJOBA
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,MONTE
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,OLIVO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,GRANADO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,ALGARROBO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,LAUREL
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA,VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),OLIVOS
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,PARCELA 12,VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,PARCELA 12,OLIVOS
COVARRUBIAS SA,COVARRUBIAS,VID
COVARRUBIAS SA,COVARRUBIAS,NOGALES
"DE LA VEGA, EDUARDO DANIEL",MARTA ELENA,VID
"DE LA VEGA, EDUARDO DANIEL",MARTA ELENA,OLIVOS
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 3),VID
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 3),OLIVOS
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 6),OLIVOS
FREZZI SACIAG,FINCA FREZZI II,PASAS DE UVA
FREZZI SACIAG,FINCA FREZZI,VID
FREZZI SACIAG,FINCA FREZZI,OLIVOS
"GARROT, CARLOS PEDRO",FINCA SANTA GUALBERTA,VID
"GONZALEZ RODRIGUEZ, GERMAN",DON BERNABE,VD
"GONZALEZ RODRIGUEZ, GERMAN",DON BERNABE,OLIVOS
"GONZALEZ, MARIO HERNAN",EX-BERETTA,VID
"GONZALEZ, MARIO HERNAN",EX-MORENO,VID
"GONZALEZ, MARIO HERNAN",EX-MORENO,OLIVOS
"GONZALEZ, MARIO HERNAN",NUEVA,VID
"GONZALEZ, MARIO HERNAN",NUEVA,OLIVOS
"IRIARTE, DANIEL",FINCA LAS ROSAS (IRIARTE),VID
"LARGUIA, JONAS",FINCA LA NUESTRA,VID
"LARGUIA, JONAS",FINCA LA NUESTRA,OLIVOS
MAELCA S.A.,LOS RANQUELES,NOGALES
MAELCA S.A.,LOS RANQUELES,CASTAÑA
MAELCA SA,LOS CERRILLOS,OLIVOS
MAELCA SA,LOS CERRILLOS,VID
MAELCA SA,LOS CERRILLOS,MELON
MAELCA SA,LOS CERRILLOS,SANDIA
MAELCA SA,LOS CERRILLOS,TOMATE
MAELCA SA,LOS CERRILLOS,MAIZ
